Account Number,Meter ID,Billing Start,Billing End,kWh,Unit,Tariff,Service Address
U-1298,MTR-DEL-002,2026-05-29,2026-07-12,75428,kWh,Green Supply,Office Mumbai
U-1299,MTR-SFO-023,2026-05-30,2026-07-13,164949,kWh,Green Supply,Factory London
U-1300,MTR-SFO-022,2026-05-31,2026-06-30,96017,kWh,HT Industrial,Factory London
U-1301,MTR-LON-021,2026-06-01,2026-06-29,127032,kWh,Green Supply,Office Mumbai
U-1302,MTR-MUM-024,2026-06-02,2026-06-30,41287,kWh,HT Industrial,Warehouse Bangalore
U-1303,MTR-BLR-025,2026-06-03,2026-07-01,166882,kWh,Time of Use,Office Mumbai
U-1304,MTR-BLR-009,2026-06-04,2026-07-04,76845,kWh,HT Industrial,Office Mumbai
U-1305,MTR-DEL-001,2026-06-05,2026-07-06,51543,kWh,HT Industrial,Plant Delhi
U-1306,MTR-LON-004,2026-06-06,2026-07-20,96614,kWh,HT Industrial,Warehouse Bangalore
U-1307,MTR-BLR-008,2026-06-07,2026-07-08,47937,kWh,HT Industrial,Warehouse Bangalore
U-1308,MTR-DEL-022,2026-06-08,2026-07-05,153285,kWh,Commercial,Lab San Francisco
U-1309,MTR-BLR-001,2026-06-09,2026-07-07,81214,kWh,Green Supply,Office Mumbai
U-1310,MTR-BLR-025,2026-06-10,2026-07-09,96983,kWh,Green Supply,Warehouse Bangalore
U-1311,MTR-SFO-002,2026-06-11,2026-07-08,155697,kWh,HT Industrial,Factory London
U-1312,MTR-BLR-016,2026-06-12,2026-07-12,149769,kWh,General Service,Plant Delhi
U-1313,MTR-LON-024,2026-06-13,2026-07-27,75330,kWh,General Service,Office Mumbai
U-1314,MTR-SFO-024,2026-06-14,2026-07-11,102707,kWh,Green Supply,Office Mumbai
U-1315,MTR-SFO-009,2026-06-15,2026-07-14,107082,kWh,Time of Use,Plant Delhi
U-1316,MTR-DEL-013,2026-06-16,2026-07-15,121512,kWh,Green Supply,Lab San Francisco
U-1317,MTR-DEL-007,2026-06-17,2026-07-15,60896,kWh,HT Industrial,Warehouse Bangalore
U-1318,MTR-BLR-001,2026-06-18,2026-07-19,132081,kWh,Time of Use,Lab San Francisco
U-1319,MTR-SFO-017,2026-06-19,2026-08-02,33316,kWh,General Service,Office Mumbai
U-1320,MTR-BLR-017,2026-06-20,2026-07-19,87069,kWh,HT Industrial,Factory London
U-1321,MTR-SFO-005,2026-06-21,2026-07-20,169196,kWh,Commercial,Lab San Francisco
U-1322,MTR-DEL-019,2026-06-22,2026-08-05,135142,kWh,General Service,Plant Delhi
U-1323,MTR-SFO-024,2026-06-23,2026-07-21,128012,kWh,General Service,Office Mumbai
U-1324,MTR-DEL-007,2026-06-24,2026-07-23,8016,kWh,HT Industrial,Plant Delhi
U-1325,MTR-MUM-006,2026-06-25,2026-07-22,86358,kWh,General Service,Lab San Francisco
U-1326,MTR-LON-002,2026-06-26,2026-07-26,124396,kWh,HT Industrial,Warehouse Bangalore
U-1327,MTR-SFO-007,2026-06-27,2026-08-10,113429,kWh,Time of Use,Lab San Francisco
U-1328,MTR-BLR-014,2026-06-28,2026-07-28,79772,kWh,Commercial,Warehouse Bangalore
U-1329,MTR-MUM-025,2026-06-29,2026-07-26,105708,kWh,Green Supply,Lab San Francisco
U-1330,MTR-LON-014,2026-01-01,2026-02-01,44645,kWh,General Service,Factory London
U-1331,MTR-MUM-025,2026-01-02,2026-02-02,127688,kWh,Green Supply,Lab San Francisco
U-1332,MTR-MUM-015,2026-01-03,2026-01-31,77034,kWh,Time of Use,Lab San Francisco
U-1333,MTR-SFO-010,2026-01-04,2026-02-03,49329,kWh,Time of Use,Factory London
U-1334,MTR-SFO-004,2026-01-05,2026-02-02,33822,kWh,Commercial,Plant Delhi
U-1335,MTR-LON-025,2026-01-06,2026-02-04,33324,kWh,Green Supply,Plant Delhi
U-1336,MTR-LON-001,2026-01-07,2026-02-05,120098,kWh,Time of Use,Lab San Francisco
U-1337,MTR-MUM-009,2026-01-08,2026-02-04,82168,kWh,Time of Use,Lab San Francisco
U-1338,MTR-DEL-005,2026-01-09,2026-02-05,6329,kWh,HT Industrial,Office Mumbai
U-1339,MTR-MUM-009,2026-01-10,2026-02-08,80967,kWh,Time of Use,Plant Delhi
U-1340,MTR-BLR-023,2026-01-11,2026-02-08,68570,kWh,Green Supply,Warehouse Bangalore
U-1341,MTR-LON-015,2026-01-12,2026-02-11,149562,kWh,General Service,Office Mumbai
U-1342,MTR-LON-016,2026-01-13,2026-02-13,10062,kWh,HT Industrial,Warehouse Bangalore
U-1343,MTR-DEL-022,2026-01-14,2026-02-10,58510,kWh,General Service,Factory London
U-1344,MTR-MUM-007,2026-01-15,2026-02-28,13626,kWh,General Service,Lab San Francisco
U-1345,MTR-MUM-012,2026-01-16,2026-02-15,17909,kWh,General Service,Warehouse Bangalore
U-1346,MTR-SFO-014,2026-01-17,2026-02-14,173920,kWh,Commercial,Office Mumbai
U-1347,MTR-LON-002,2026-01-18,2026-03-03,15332,kWh,HT Industrial,Office Mumbai
U-1348,MTR-MUM-008,2026-01-19,2026-03-04,94693,kWh,Commercial,Warehouse Bangalore
U-1349,MTR-DEL-024,2026-01-20,2026-02-17,38257,kWh,Commercial,Warehouse Bangalore
U-1000,MTR-DEL-012,2026-01-21,2026-02-20,9810,kWh,Green Supply,Office Mumbai
U-1001,MTR-MUM-001,2026-01-22,2026-02-20,37846,kWh,General Service,Lab San Francisco
U-1002,MTR-DEL-022,2026-01-23,2026-02-23,54136,kWh,HT Industrial,Lab San Francisco
U-1003,MTR-DEL-011,2026-01-24,2026-02-24,165549,kWh,Commercial,Office Mumbai
U-1004,MTR-BLR-015,2026-01-25,2026-02-22,54718,kWh,General Service,Warehouse Bangalore
U-1005,MTR-LON-008,2026-01-26,2026-03-11,162890,kWh,HT Industrial,Factory London
U-1006,MTR-BLR-010,2026-01-27,2026-02-23,135615,kWh,Time of Use,Factory London
U-1007,MTR-DEL-019,2026-01-28,2026-03-13,126944,kWh,Green Supply,Lab San Francisco
U-1008,MTR-BLR-001,2026-01-29,2026-02-27,125837,kWh,HT Industrial,Warehouse Bangalore
U-1009,MTR-LON-010,2026-01-30,2026-03-15,55171,kWh,General Service,Office Mumbai
U-1010,MTR-MUM-012,2026-01-31,2026-03-03,76472,kWh,Green Supply,Plant Delhi
U-1011,MTR-MUM-011,2026-02-01,2026-03-02,103395,kWh,Commercial,Warehouse Bangalore
U-1012,MTR-LON-018,2026-02-02,2026-03-18,154545,kWh,HT Industrial,Lab San Francisco
U-1013,MTR-BLR-007,2026-02-03,2026-03-03,32131,kWh,Green Supply,Plant Delhi
U-1014,MTR-BLR-003,2026-02-04,2026-03-03,136968,kWh,Commercial,Factory London
U-1015,MTR-SFO-017,2026-02-05,2026-03-06,3038,kWh,Commercial,Plant Delhi
U-1016,MTR-BLR-012,2026-02-06,2026-03-08,154867,kWh,Green Supply,Office Mumbai
U-1017,MTR-DEL-011,2026-02-07,2026-03-07,68360,kWh,General Service,Lab San Francisco
U-1018,MTR-SFO-012,2026-02-08,2026-03-07,94602,kWh,Green Supply,Factory London
U-1019,MTR-SFO-025,2026-02-09,2026-03-25,97422,kWh,HT Industrial,Office Mumbai
U-1020,MTR-DEL-013,2026-02-10,2026-03-09,37409,kWh,General Service,Factory London
U-1021,MTR-LON-003,2026-02-11,2026-03-12,89431,kWh,General Service,Warehouse Bangalore
U-1022,MTR-BLR-014,2026-02-12,2026-03-11,150887,kWh,HT Industrial,Office Mumbai
U-1023,MTR-MUM-003,2026-02-13,2026-03-12,124718,kWh,Commercial,Lab San Francisco
U-1024,MTR-MUM-021,2026-02-14,2026-03-16,23289,kWh,General Service,Plant Delhi
U-1025,MTR-BLR-014,2026-02-15,2026-03-18,91886,kWh,HT Industrial,Warehouse Bangalore
U-1026,MTR-DEL-019,2026-02-16,2026-03-15,51164,kWh,Time of Use,Warehouse Bangalore
U-1027,MTR-BLR-018,2026-02-17,2026-03-18,84701,kWh,General Service,Lab San Francisco
U-1028,MTR-BLR-001,2026-02-18,2026-04-03,94661,kWh,General Service,Factory London
U-1029,MTR-LON-024,2026-02-19,2026-03-19,3018,kWh,Time of Use,Factory London
U-1030,MTR-LON-007,2026-02-20,2026-03-19,929,kWh,Green Supply,Office Mumbai
U-1031,MTR-LON-003,2026-02-21,2026-03-21,706,kWh,Commercial,Warehouse Bangalore
U-1032,MTR-MUM-013,2026-02-22,2026-03-23,148979,kWh,Commercial,Lab San Francisco
U-1033,MTR-SFO-003,2026-02-23,2026-03-25,121706,kWh,HT Industrial,Factory London
U-1034,MTR-BLR-025,2026-02-24,2026-03-23,11312,kWh,HT Industrial,Plant Delhi
U-1035,MTR-LON-016,2026-02-25,2026-04-10,22510,kWh,Commercial,Plant Delhi
U-1036,MTR-DEL-021,2026-02-26,2026-03-26,35709,kWh,Commercial,Warehouse Bangalore
U-1037,MTR-LON-016,2026-02-27,2026-03-27,93131,kWh,Time of Use,Warehouse Bangalore
U-1038,MTR-LON-018,2026-02-28,2026-03-28,129613,kWh,Time of Use,Office Mumbai
U-1039,MTR-LON-015,2026-03-01,2026-03-29,112765,kWh,Time of Use,Factory London
U-1040,MTR-BLR-025,2026-03-02,2026-03-29,36166,kWh,Green Supply,Office Mumbai
U-1041,MTR-DEL-011,2026-03-03,2026-03-30,45259,kWh,Green Supply,Warehouse Bangalore
U-1042,MTR-BLR-008,2026-03-04,2026-04-04,43450,kWh,Time of Use,Lab San Francisco
U-1043,MTR-DEL-022,2026-03-05,2026-04-04,49037,kWh,Commercial,Lab San Francisco
U-1044,MTR-DEL-019,2026-03-06,2026-04-19,127990,kWh,Time of Use,Lab San Francisco
U-1045,MTR-MUM-024,2026-03-07,2026-04-05,57209,kWh,Green Supply,Plant Delhi
U-1046,MTR-BLR-024,2026-03-08,2026-04-08,154397,kWh,HT Industrial,Factory London
U-1047,MTR-MUM-025,2026-03-09,2026-04-09,49995,kWh,HT Industrial,Plant Delhi
U-1048,MTR-BLR-021,2026-03-10,2026-04-08,25199,kWh,HT Industrial,Factory London
U-1049,MTR-SFO-011,2026-03-11,2026-04-07,164647,kWh,HT Industrial,Lab San Francisco
U-1050,MTR-LON-022,2026-03-12,2026-04-08,108186,kWh,Time of Use,Warehouse Bangalore
U-1051,MTR-MUM-024,2026-03-13,2026-04-26,89616,kWh,General Service,Office Mumbai
U-1052,MTR-DEL-009,2026-03-14,2026-04-27,173282,kWh,Time of Use,Warehouse Bangalore
U-1053,MTR-DEL-008,2026-03-15,2026-04-28,40722,kWh,General Service,Warehouse Bangalore
U-1054,MTR-LON-009,2026-03-16,2026-04-16,60000,kWh,Time of Use,Warehouse Bangalore
U-1055,MTR-LON-009,2026-03-17,2026-04-15,39655,kWh,Time of Use,Lab San Francisco
U-1056,MTR-LON-016,2026-03-18,2026-04-16,2475,kWh,HT Industrial,Office Mumbai
U-1057,MTR-SFO-024,2026-03-19,2026-04-16,139698,kWh,HT Industrial,Plant Delhi
U-1058,MTR-BLR-009,2026-03-20,2026-05-03,109396,kWh,General Service,Factory London
U-1059,MTR-BLR-016,2026-03-21,2026-04-17,164173,kWh,Green Supply,Factory London
U-1060,MTR-BLR-003,2026-03-22,2026-04-22,152667,kWh,Commercial,Office Mumbai
U-1061,MTR-LON-009,2026-03-23,2026-04-22,163129,kWh,Green Supply,Office Mumbai
U-1062,MTR-SFO-022,2026-03-24,2026-04-24,44793,kWh,General Service,Lab San Francisco
U-1063,MTR-LON-024,2026-03-25,2026-04-24,52850,kWh,General Service,Lab San Francisco
U-1064,MTR-MUM-024,2026-03-26,2026-05-09,147588,kWh,Green Supply,Lab San Francisco
U-1065,MTR-DEL-024,2026-03-27,2026-04-23,27204,kWh,Green Supply,Factory London
U-1066,MTR-DEL-025,2026-03-28,2026-04-28,160801,kWh,HT Industrial,Plant Delhi
U-1067,MTR-MUM-008,2026-03-29,2026-04-27,81728,kWh,Green Supply,Office Mumbai
U-1068,MTR-LON-005,2026-03-30,2026-04-27,75577,kWh,Time of Use,Office Mumbai
U-1069,MTR-DEL-023,2026-03-31,2026-04-28,147543,kWh,General Service,Plant Delhi
U-1070,MTR-DEL-020,2026-04-01,2026-05-02,50376,kWh,Time of Use,Office Mumbai
U-1071,MTR-BLR-024,2026-04-02,2026-04-29,41608,kWh,Green Supply,Lab San Francisco
U-1072,MTR-LON-008,2026-04-03,2026-04-30,127090,kWh,General Service,Warehouse Bangalore
U-1073,MTR-LON-003,2026-04-04,2026-05-04,41334,kWh,Green Supply,Warehouse Bangalore
U-1074,MTR-MUM-006,2026-04-05,2026-05-02,62809,kWh,General Service,Plant Delhi
U-1075,MTR-MUM-005,2026-04-06,2026-05-07,103416,kWh,HT Industrial,Warehouse Bangalore
U-1076,MTR-MUM-002,2026-04-07,2026-05-05,153770,kWh,Commercial,Plant Delhi
U-1077,MTR-SFO-009,2026-04-08,2026-05-08,93350,kWh,HT Industrial,Plant Delhi
U-1078,MTR-BLR-011,2026-04-09,2026-05-23,47473,kWh,HT Industrial,Office Mumbai
U-1079,MTR-LON-021,2026-04-10,2026-05-24,2717,kWh,Commercial,Office Mumbai
U-1080,MTR-MUM-004,2026-04-11,2026-05-08,125948,kWh,HT Industrial,Lab San Francisco
U-1081,MTR-BLR-001,2026-04-12,2026-05-12,30047,kWh,Green Supply,Factory London
U-1082,MTR-BLR-003,2026-04-13,2026-05-13,163549,kWh,General Service,Factory London
U-1083,MTR-BLR-009,2026-04-14,2026-05-13,5898,kWh,Green Supply,Plant Delhi
U-1084,MTR-DEL-006,2026-04-15,2026-05-14,39818,kWh,General Service,Factory London
U-1085,MTR-MUM-014,2026-04-16,2026-05-16,78007,kWh,General Service,Factory London
U-1086,MTR-LON-015,2026-04-17,2026-05-15,95489,kWh,General Service,Office Mumbai
U-1087,MTR-LON-015,2026-04-18,2026-05-16,3712,kWh,HT Industrial,Warehouse Bangalore
U-1088,MTR-LON-003,2026-04-19,2026-05-17,101736,kWh,Time of Use,Plant Delhi
U-1089,MTR-LON-010,2026-04-20,2026-05-19,64085,kWh,Time of Use,Office Mumbai
U-1090,MTR-MUM-015,2026-04-21,2026-05-19,32027,kWh,Green Supply,Plant Delhi
U-1091,MTR-BLR-020,2026-04-22,2026-06-05,169917,kWh,HT Industrial,Lab San Francisco
U-1092,MTR-SFO-016,2026-04-23,2026-05-24,42620,kWh,Commercial,Plant Delhi
U-1093,MTR-LON-018,2026-04-24,2026-05-24,36491,kWh,Time of Use,Lab San Francisco
U-1094,MTR-SFO-011,2026-04-25,2026-05-23,45609,kWh,Commercial,Office Mumbai
U-1095,MTR-SFO-008,2026-04-26,2026-05-23,136576,kWh,Time of Use,Plant Delhi
U-1096,MTR-BLR-013,2026-04-27,2026-06-10,130662,kWh,General Service,Warehouse Bangalore
U-1097,MTR-BLR-009,2026-04-28,2026-05-29,63814,kWh,HT Industrial,Factory London
U-1098,MTR-SFO-009,2026-04-29,2026-05-27,63672,kWh,Commercial,Office Mumbai
U-1099,MTR-MUM-016,2026-04-30,2026-06-13,34940,kWh,Green Supply,Office Mumbai
U-1100,MTR-DEL-018,2026-05-01,2026-05-30,6858,kWh,General Service,Plant Delhi
U-1101,MTR-DEL-018,2026-05-02,2026-05-30,55363,kWh,Commercial,Factory London
U-1102,MTR-SFO-011,2026-05-03,2026-06-02,5484,kWh,Commercial,Lab San Francisco
U-1103,MTR-MUM-023,2026-05-04,2026-06-01,32402,kWh,HT Industrial,Factory London
U-1104,MTR-LON-022,2026-05-05,2026-06-03,131325,kWh,HT Industrial,Factory London
U-1105,MTR-SFO-016,2026-05-06,2026-06-04,56044,kWh,General Service,Office Mumbai
U-1106,MTR-DEL-018,2026-05-07,2026-06-05,16651,kWh,General Service,Lab San Francisco
U-1107,MTR-MUM-002,2026-05-08,2026-06-08,111341,kWh,Commercial,Plant Delhi
U-1108,MTR-BLR-017,2026-05-09,2026-06-09,8035,kWh,General Service,Warehouse Bangalore
U-1109,MTR-MUM-008,2026-05-10,2026-06-06,161042,kWh,Green Supply,Lab San Francisco
U-1110,MTR-BLR-013,2026-05-11,2026-06-07,172796,kWh,Green Supply,Warehouse Bangalore
U-1111,MTR-MUM-014,2026-05-12,2026-06-10,6169,kWh,Green Supply,Warehouse Bangalore
U-1112,MTR-MUM-021,2026-05-13,2026-06-26,28772,kWh,General Service,Office Mumbai
U-1113,MTR-SFO-011,2026-05-14,2026-06-14,61966,kWh,Green Supply,Factory London
U-1114,MTR-BLR-003,2026-05-15,2026-06-13,63021,kWh,Time of Use,Lab San Francisco
U-1115,MTR-LON-007,2026-05-16,2026-06-29,67698,kWh,HT Industrial,Lab San Francisco
U-1116,MTR-SFO-016,2026-05-17,2026-06-15,171654,kWh,Commercial,Warehouse Bangalore
U-1117,MTR-BLR-010,2026-05-18,2026-06-15,169194,kWh,Commercial,Warehouse Bangalore
U-1118,MTR-SFO-012,2026-05-19,2026-07-02,85951,kWh,HT Industrial,Factory London
U-1119,MTR-LON-024,2026-05-20,2026-06-20,138057,kWh,Time of Use,Office Mumbai
U-1120,MTR-LON-019,2026-05-21,2026-06-18,57289,kWh,General Service,Lab San Francisco
U-1121,MTR-BLR-017,2026-05-22,2026-06-18,42230,kWh,Time of Use,Factory London
U-1122,MTR-LON-010,2026-05-23,2026-07-06,23562,kWh,Commercial,Factory London
U-1123,MTR-SFO-006,2026-05-24,2026-06-24,1373,kWh,Green Supply,Factory London
U-1124,MTR-MUM-021,2026-05-25,2026-06-23,81189,kWh,Time of Use,Factory London
U-1125,MTR-LON-014,2026-05-26,2026-06-25,143507,kWh,Green Supply,Lab San Francisco
U-1126,MTR-MUM-001,2026-05-27,2026-06-27,44856,kWh,General Service,Office Mumbai
U-1127,MTR-DEL-015,2026-05-28,2026-07-11,82960,kWh,Commercial,Factory London
U-1128,MTR-DEL-014,2026-05-29,2026-06-25,25105,kWh,General Service,Warehouse Bangalore
U-1129,MTR-MUM-001,2026-05-30,2026-06-29,14796,kWh,Commercial,Factory London
U-1130,MTR-SFO-019,2026-05-31,2026-06-27,171735,kWh,Time of Use,Office Mumbai
U-1131,MTR-MUM-003,2026-06-01,2026-06-30,93767,kWh,Time of Use,Plant Delhi
U-1132,MTR-LON-006,2026-06-02,2026-07-01,71661,kWh,HT Industrial,Office Mumbai
U-1133,MTR-LON-015,2026-06-03,2026-07-01,57959,kWh,General Service,Factory London
U-1134,MTR-BLR-016,2026-06-04,2026-07-01,80320,kWh,HT Industrial,Lab San Francisco
U-1135,MTR-BLR-004,2026-06-05,2026-07-04,32875,kWh,General Service,Warehouse Bangalore
U-1136,MTR-LON-024,2026-06-06,2026-07-04,93172,kWh,General Service,Plant Delhi
U-1137,MTR-DEL-011,2026-06-07,2026-07-06,8955,kWh,HT Industrial,Plant Delhi
U-1138,MTR-MUM-024,2026-06-08,2026-07-22,31937,kWh,HT Industrial,Office Mumbai
U-1139,MTR-BLR-014,2026-06-09,2026-07-06,174198,kWh,Time of Use,Warehouse Bangalore
U-1140,MTR-DEL-014,2026-06-10,2026-07-24,142403,kWh,Green Supply,Office Mumbai
U-1141,MTR-LON-014,2026-06-11,2026-07-10,132249,kWh,HT Industrial,Lab San Francisco
U-1142,MTR-LON-007,2026-06-12,2026-07-09,9117,kWh,Green Supply,Warehouse Bangalore
U-1143,MTR-DEL-013,2026-06-13,2026-07-12,93581,kWh,General Service,Factory London
U-1144,MTR-DEL-025,2026-06-14,2026-07-12,104673,kWh,Time of Use,Office Mumbai
U-1145,MTR-MUM-004,2026-06-15,2026-07-14,83592,kWh,Time of Use,Lab San Francisco
U-1146,MTR-MUM-014,2026-06-16,2026-07-14,76235,kWh,Green Supply,Lab San Francisco
U-1147,MTR-SFO-020,2026-06-17,2026-07-15,83025,kWh,General Service,Office Mumbai
U-1148,MTR-MUM-014,2026-06-18,2026-07-17,154576,kWh,Commercial,Warehouse Bangalore
U-1149,MTR-DEL-006,2026-06-19,2026-07-16,97252,kWh,HT Industrial,Plant Delhi
U-1150,MTR-DEL-003,2026-06-20,2026-07-20,5801,kWh,Commercial,Factory London
U-1151,MTR-LON-012,2026-06-21,2026-07-22,79222,kWh,General Service,Factory London
U-1152,MTR-SFO-013,2026-06-22,2026-07-22,120259,kWh,Green Supply,Factory London
U-1153,MTR-MUM-025,2026-06-23,2026-08-06,31931,kWh,Commercial,Plant Delhi
U-1154,MTR-SFO-005,2026-06-24,2026-07-22,151911,kWh,Green Supply,Factory London
U-1155,MTR-MUM-008,2026-06-25,2026-07-23,115339,kWh,Time of Use,Office Mumbai
U-1156,MTR-LON-025,2026-06-26,2026-07-25,174044,kWh,Green Supply,Lab San Francisco
U-1157,MTR-DEL-014,2026-06-27,2026-07-26,60996,kWh,General Service,Warehouse Bangalore
U-1158,MTR-MUM-007,2026-06-28,2026-07-28,100279,kWh,HT Industrial,Plant Delhi
U-1159,MTR-SFO-004,2026-06-29,2026-07-29,43178,kWh,Time of Use,Warehouse Bangalore
U-1160,MTR-DEL-018,2026-01-01,2026-01-30,47028,kWh,General Service,Warehouse Bangalore
U-1161,MTR-DEL-022,2026-01-02,2026-02-02,104399,kWh,General Service,Plant Delhi
U-1162,MTR-LON-007,2026-01-03,2026-02-03,124987,kWh,General Service,Warehouse Bangalore
U-1163,MTR-LON-013,2026-01-04,2026-02-17,168280,kWh,Green Supply,Office Mumbai
U-1164,MTR-LON-006,2026-01-05,2026-02-05,65586,kWh,Green Supply,Warehouse Bangalore
U-1165,MTR-SFO-024,2026-01-06,2026-02-05,93013,kWh,HT Industrial,Warehouse Bangalore
U-1166,MTR-MUM-017,2026-01-07,2026-02-03,85865,kWh,Green Supply,Warehouse Bangalore
U-1167,MTR-DEL-010,2026-01-08,2026-02-04,123796,kWh,Commercial,Lab San Francisco
U-1168,MTR-MUM-011,2026-01-09,2026-02-09,66157,kWh,Green Supply,Lab San Francisco
U-1169,MTR-LON-007,2026-01-10,2026-02-08,78619,kWh,HT Industrial,Factory London
U-1170,MTR-SFO-017,2026-01-11,2026-02-11,68314,kWh,Time of Use,Warehouse Bangalore
U-1171,MTR-BLR-011,2026-01-12,2026-02-12,55738,kWh,HT Industrial,Plant Delhi
U-1172,MTR-SFO-013,2026-01-13,2026-02-10,57348,kWh,Green Supply,Office Mumbai
U-1173,MTR-LON-008,2026-01-14,2026-02-13,47583,kWh,General Service,Office Mumbai
U-1174,MTR-MUM-024,2026-01-15,2026-02-11,98495,kWh,Green Supply,Factory London
U-1175,MTR-LON-018,2026-01-16,2026-03-01,40939,kWh,HT Industrial,Factory London
U-1176,MTR-BLR-015,2026-01-17,2026-02-15,120858,kWh,HT Industrial,Office Mumbai
U-1177,MTR-BLR-004,2026-01-18,2026-02-16,4350,kWh,Green Supply,Office Mumbai
U-1178,MTR-SFO-015,2026-01-19,2026-02-15,32640,kWh,Green Supply,Plant Delhi
U-1179,MTR-MUM-013,2026-01-20,2026-02-18,95647,kWh,HT Industrial,Office Mumbai
U-1180,MTR-SFO-010,2026-01-21,2026-02-20,133379,kWh,Green Supply,Plant Delhi
U-1181,MTR-MUM-012,2026-01-22,2026-02-19,60981,kWh,Commercial,Lab San Francisco
U-1182,MTR-BLR-022,2026-01-23,2026-02-22,62312,kWh,Green Supply,Factory London
U-1183,MTR-MUM-006,2026-01-24,2026-02-24,93907,kWh,Time of Use,Warehouse Bangalore
U-1184,MTR-BLR-020,2026-01-25,2026-02-25,108456,kWh,Commercial,Lab San Francisco
U-1185,MTR-LON-001,2026-01-26,2026-02-26,171763,kWh,HT Industrial,Lab San Francisco
U-1186,MTR-MUM-011,2026-01-27,2026-02-25,74544,kWh,HT Industrial,Factory London
U-1187,MTR-SFO-003,2026-01-28,2026-03-13,115070,kWh,Time of Use,Plant Delhi
U-1188,MTR-MUM-005,2026-01-29,2026-02-28,138049,kWh,Green Supply,Office Mumbai
U-1189,MTR-MUM-018,2026-01-30,2026-03-15,72933,kWh,General Service,Lab San Francisco
U-1190,MTR-LON-014,2026-01-31,2026-03-02,31313,kWh,Time of Use,Plant Delhi
U-1191,MTR-MUM-006,2026-02-01,2026-03-17,171488,kWh,HT Industrial,Plant Delhi
U-1192,MTR-BLR-008,2026-02-02,2026-03-05,3202,kWh,Time of Use,Warehouse Bangalore
U-1193,MTR-BLR-005,2026-02-03,2026-03-04,140546,kWh,Time of Use,Plant Delhi
U-1194,MTR-MUM-004,2026-02-04,2026-03-03,12503,kWh,Green Supply,Plant Delhi
U-1195,MTR-LON-006,2026-02-05,2026-03-21,117174,kWh,Green Supply,Plant Delhi
U-1196,MTR-LON-023,2026-02-06,2026-03-06,69675,kWh,Time of Use,Warehouse Bangalore
U-1197,MTR-LON-009,2026-02-07,2026-03-06,8381,kWh,Green Supply,Warehouse Bangalore
U-1198,MTR-BLR-022,2026-02-08,2026-03-09,23096,kWh,Commercial,Factory London
U-1199,MTR-DEL-020,2026-02-09,2026-03-10,174143,kWh,HT Industrial,Warehouse Bangalore
U-1200,MTR-BLR-007,2026-02-10,2026-03-13,31953,kWh,Commercial,Plant Delhi
U-1201,MTR-BLR-006,2026-02-11,2026-03-14,77697,kWh,General Service,Plant Delhi
U-1202,MTR-SFO-011,2026-02-12,2026-03-11,143942,kWh,HT Industrial,Lab San Francisco
U-1203,MTR-LON-024,2026-02-13,2026-03-15,92340,kWh,Commercial,Factory London
U-1204,MTR-SFO-013,2026-02-14,2026-03-15,28123,kWh,Commercial,Factory London
U-1205,MTR-SFO-019,2026-02-15,2026-03-14,6560,kWh,Commercial,Factory London
U-1206,MTR-BLR-010,2026-02-16,2026-04-01,115301,kWh,Time of Use,Lab San Francisco
U-1207,MTR-SFO-006,2026-02-17,2026-03-19,19418,kWh,General Service,Lab San Francisco
U-1208,MTR-BLR-008,2026-02-18,2026-04-03,173110,kWh,Commercial,Plant Delhi
U-1209,MTR-SFO-011,2026-02-19,2026-03-21,39571,kWh,Time of Use,Lab San Francisco
U-1210,MTR-MUM-015,2026-02-20,2026-03-23,119910,kWh,Commercial,Plant Delhi
U-1211,MTR-DEL-019,2026-02-21,2026-03-21,147239,kWh,Time of Use,Warehouse Bangalore
U-1212,MTR-SFO-002,2026-02-22,2026-03-24,91274,kWh,Time of Use,Warehouse Bangalore
U-1213,MTR-BLR-016,2026-02-23,2026-03-23,5825,kWh,Commercial,Lab San Francisco
U-1214,MTR-DEL-008,2026-02-24,2026-03-25,137431,kWh,Commercial,Plant Delhi
U-1215,MTR-DEL-014,2026-02-25,2026-03-25,92602,kWh,Time of Use,Factory London
U-1216,MTR-SFO-007,2026-02-26,2026-03-25,102756,kWh,HT Industrial,Lab San Francisco
U-1217,MTR-MUM-003,2026-02-27,2026-03-28,78156,kWh,Green Supply,Warehouse Bangalore
U-1218,MTR-DEL-002,2026-02-28,2026-03-28,156750,kWh,Time of Use,Office Mumbai
U-1219,MTR-BLR-022,2026-03-01,2026-03-28,143378,kWh,HT Industrial,Factory London
U-1220,MTR-BLR-002,2026-03-02,2026-03-29,20427,kWh,General Service,Warehouse Bangalore
U-1221,MTR-DEL-009,2026-03-03,2026-04-16,90511,kWh,Time of Use,Factory London
U-1222,MTR-BLR-013,2026-03-04,2026-04-01,94719,kWh,Green Supply,Factory London
U-1223,MTR-BLR-011,2026-03-05,2026-04-03,140590,kWh,General Service,Lab San Francisco
U-1224,MTR-LON-024,2026-03-06,2026-04-04,78465,kWh,Green Supply,Factory London
U-1225,MTR-MUM-005,2026-03-07,2026-04-04,614,kWh,General Service,Warehouse Bangalore
U-1226,MTR-SFO-018,2026-03-08,2026-04-21,169728,kWh,Time of Use,Lab San Francisco
U-1227,MTR-BLR-003,2026-03-09,2026-04-08,127096,kWh,Green Supply,Plant Delhi
