Werk,Buchungsdatum,Material Document,Kraftstoff,Menge,Einheit,Cost Center,Vendor
PLT-IN-02,2026/05/11,4900005980,Natural Gas,33465,therm,OPS-6210,Metro Industrial Fuels
PLT-US-03,05-12-2026,4900005981,Natural Gas,72021,L,OPS-6052,ACME Fuels GmbH
PLT-US-03,13.05.2026,4900005982,Diesel,-200,therm,OPS-6265,Delhi Gas Utility
PLT-US-03,2026/05/14,4900005983,BioFuel-X,58049,gal,OPS-5812,ACME Fuels GmbH
PLT-SG-05,05-15-2026,4900005984,Natural Gas,69343,gal,OPS-5822,Northstar Energy
PLT-US-03,16.05.2026,4900005985,Diesel,32229,Liters,OPS-6483,Metro Industrial Fuels
PLT-SG-05,2026/05/17,4900005986,Natural Gas,66649,Liters,OPS-6061,ACME Fuels GmbH
PLT-US-03,05-18-2026,4900005987,Diesel,51832,ltr,OPS-4613,Delhi Gas Utility
PLT-SG-05,19.05.2026,4900005988,LPG,5958,gal,OPS-6756,Metro Industrial Fuels
PLT-SG-05,2026/05/20,4900005989,Natural Gas,36805,therm,OPS-5086,Delhi Gas Utility
PLT-US-03,05-21-2026,4900005990,Petrol,39131,ltr,OPS-6164,Metro Industrial Fuels
PLT-DE-01,22.05.2026,4900005991,Natural Gas,43300,ltr,OPS-4418,Northstar Energy
PLT-IN-02,2026/05/23,4900005992,LPG,51020,L,OPS-5850,ACME Fuels GmbH
PLT-SG-05,05-24-2026,4900005993,Diesel,719,gal,OPS-4858,Northstar Energy
PLT-SG-05,25.05.2026,4900005994,Petrol,40727,therm,OPS-5563,Metro Industrial Fuels
PLT-SG-05,2026/05/26,4900005995,Diesel,140,Liters,OPS-4868,Metro Industrial Fuels
PLT-UK-04,05-27-2026,4900005996,Petrol,52788,Liters,OPS-5882,Metro Industrial Fuels
PLT-UK-04,28.05.2026,4900005997,Diesel,16109,L,OPS-4762,Delhi Gas Utility
PLT-DE-01,2026/05/29,4900005998,Natural Gas,15227,Liters,OPS-6977,Metro Industrial Fuels
PLT-SG-05,05-30-2026,4900005999,BioFuel-X,41076,Liters,OPS-6908,ACME Fuels GmbH
PLT-DE-01,01.01.2026,4900006000,Petrol,73847,L,OPS-4502,Northstar Energy
PLT-IN-02,2026/01/02,4900006001,Natural Gas,68356,gal,OPS-4887,Northstar Energy
PLT-UK-04,01-03-2026,4900006002,BioFuel-X,17223,gal,OPS-4005,ACME Fuels GmbH
PLT-US-03,04.01.2026,4900006003,Petrol,29334,gal,OPS-4001,ACME Fuels GmbH
PLT-US-03,2026/01/05,4900006004,BioFuel-X,21984,gal,OPS-4790,ACME Fuels GmbH
PLT-DE-01,01-06-2026,4900006005,Natural Gas,13934,L,OPS-5205,Northstar Energy
PLT-SG-05,07.01.2026,4900006006,Diesel,61089,L,OPS-5535,ACME Fuels GmbH
PLT-SG-05,2026/01/08,4900006007,Petrol,50482,L,OPS-6488,ACME Fuels GmbH
PLT-US-03,01-09-2026,4900006008,Diesel,24913,therm,OPS-5459,Northstar Energy
PLT-DE-01,10.01.2026,4900006009,LPG,15885,gal,OPS-4911,Metro Industrial Fuels
PLT-DE-01,2026/01/11,4900006010,LPG,69813,therm,OPS-5773,Metro Industrial Fuels
PLT-DE-01,01-12-2026,4900006011,LPG,10116,therm,OPS-4046,Northstar Energy
PLT-IN-02,13.01.2026,4900006012,Natural Gas,19396,gal,OPS-6287,Northstar Energy
PLT-DE-01,2026/01/14,4900006013,LPG,2313,therm,OPS-5730,ACME Fuels GmbH
PLT-IN-02,01-15-2026,4900006014,Natural Gas,20195,gal,OPS-4575,ACME Fuels GmbH
PLT-SG-05,16.01.2026,4900006015,Petrol,25571,Liters,OPS-4668,Delhi Gas Utility
PLT-US-03,2026/01/17,4900006016,Diesel,5566,gal,OPS-6726,ACME Fuels GmbH
PLT-DE-01,01-18-2026,4900006017,BioFuel-X,27994,therm,OPS-6031,Northstar Energy
PLT-US-03,19.01.2026,4900006018,BioFuel-X,68489,gal,OPS-4632,Metro Industrial Fuels
PLT-DE-01,2026/01/20,4900006019,BioFuel-X,33458,gal,OPS-5636,ACME Fuels GmbH
PLT-UK-04,01-21-2026,4900006020,Natural Gas,9001,ltr,OPS-6952,ACME Fuels GmbH
PLT-UK-04,22.01.2026,4900006021,LPG,30137,L,OPS-5517,ACME Fuels GmbH
PLT-UK-04,2026/01/23,4900006022,Diesel,56322,Liters,OPS-4688,ACME Fuels GmbH
PLT-UK-04,01-24-2026,4900006023,Diesel,15500,gal,OPS-6634,ACME Fuels GmbH
PLT-DE-01,25.01.2026,4900006024,Natural Gas,71096,L,OPS-6736,Delhi Gas Utility
PLT-DE-01,2026/01/26,4900006025,Natural Gas,29102,ltr,OPS-5329,Northstar Energy
PLT-SG-05,01-27-2026,4900006026,Natural Gas,66630,therm,OPS-4243,Metro Industrial Fuels
PLT-DE-01,28.01.2026,4900006027,Petrol,19795,ltr,OPS-6714,Northstar Energy
PLT-SG-05,2026/01/29,4900006028,LPG,56473,gal,OPS-4431,ACME Fuels GmbH
PLT-SG-05,01-30-2026,4900006029,BioFuel-X,50762,L,OPS-6242,ACME Fuels GmbH
PLT-DE-01,31.01.2026,4900006030,Petrol,37825,Liters,OPS-4668,ACME Fuels GmbH
PLT-DE-01,2026/02/01,4900006031,Natural Gas,8583,ltr,OPS-5729,ACME Fuels GmbH
PLT-UK-04,02-02-2026,4900006032,Petrol,68058,L,OPS-4422,ACME Fuels GmbH
PLT-UK-04,03.02.2026,4900006033,Diesel,33233,Liters,OPS-6216,ACME Fuels GmbH
PLT-US-03,2026/02/04,4900006034,Diesel,65528,L,OPS-6260,Delhi Gas Utility
PLT-SG-05,02-05-2026,4900006035,Petrol,35855,therm,OPS-5079,Northstar Energy
PLT-DE-01,06.02.2026,4900006036,BioFuel-X,74241,Liters,OPS-4047,Northstar Energy
PLT-UK-04,2026/02/07,4900006037,Natural Gas,65782,L,OPS-6835,Metro Industrial Fuels
PLT-UK-04,02-08-2026,4900006038,BioFuel-X,34427,Liters,OPS-6433,Delhi Gas Utility
PLT-SG-05,09.02.2026,4900006039,Diesel,71665,Liters,OPS-5995,Northstar Energy
PLT-US-03,2026/02/10,4900006040,Diesel,18617,gal,OPS-5249,Delhi Gas Utility
PLT-SG-05,02-11-2026,4900006041,Petrol,2157,Liters,OPS-5860,Metro Industrial Fuels
PLT-US-03,12.02.2026,4900006042,Natural Gas,56552,ltr,OPS-6762,Northstar Energy
PLT-UK-04,2026/02/13,4900006043,LPG,59574,therm,OPS-4350,Northstar Energy
PLT-DE-01,02-14-2026,4900006044,BioFuel-X,25641,L,OPS-5170,Metro Industrial Fuels
PLT-UK-04,15.02.2026,4900006045,Diesel,18266,gal,OPS-5922,Northstar Energy
PLT-US-03,2026/02/16,4900006046,LPG,49244,gal,OPS-4058,Delhi Gas Utility
PLT-SG-05,02-17-2026,4900006047,BioFuel-X,50829,ltr,OPS-5589,ACME Fuels GmbH
PLT-UK-04,18.02.2026,4900006048,Natural Gas,15904,therm,OPS-6945,Metro Industrial Fuels
PLT-IN-02,2026/02/19,4900006049,Petrol,57116,L,OPS-6444,Delhi Gas Utility
PLT-SG-05,02-20-2026,4900006050,LPG,35448,therm,OPS-6585,Metro Industrial Fuels
PLT-DE-01,21.02.2026,4900006051,BioFuel-X,63373,L,OPS-5513,Metro Industrial Fuels
PLT-UK-04,2026/02/22,4900006052,Petrol,20680,therm,OPS-4183,Delhi Gas Utility
PLT-UK-04,02-23-2026,4900006053,Natural Gas,8295,Liters,OPS-4844,ACME Fuels GmbH
PLT-IN-02,24.02.2026,4900006054,Petrol,19385,Liters,OPS-4734,Delhi Gas Utility
PLT-US-03,2026/02/25,4900006055,BioFuel-X,44641,ltr,OPS-4138,ACME Fuels GmbH
PLT-SG-05,02-26-2026,4900006056,LPG,68338,Liters,OPS-5265,Metro Industrial Fuels
PLT-IN-02,27.02.2026,4900006057,Diesel,8244,therm,OPS-5482,ACME Fuels GmbH
PLT-DE-01,2026/02/28,4900006058,Petrol,44546,ltr,OPS-6998,Delhi Gas Utility
PLT-DE-01,03-01-2026,4900006059,Natural Gas,43363,ltr,OPS-6944,ACME Fuels GmbH
PLT-US-03,02.03.2026,4900006060,BioFuel-X,67556,Liters,OPS-4068,Northstar Energy
PLT-IN-02,2026/03/03,4900006061,Natural Gas,30188,Liters,OPS-4612,Delhi Gas Utility
PLT-SG-05,03-04-2026,4900006062,Diesel,16247,L,OPS-4601,Northstar Energy
PLT-DE-01,05.03.2026,4900006063,Petrol,33885,ltr,OPS-6860,ACME Fuels GmbH
PLT-SG-05,2026/03/06,4900006064,BioFuel-X,36886,L,OPS-6097,Delhi Gas Utility
PLT-UK-04,03-07-2026,4900006065,BioFuel-X,34815,ltr,OPS-6423,Delhi Gas Utility
PLT-IN-02,08.03.2026,4900006066,Diesel,39861,L,OPS-4470,Metro Industrial Fuels
PLT-IN-02,2026/03/09,4900006067,Diesel,69636,ltr,OPS-4888,Metro Industrial Fuels
PLT-DE-01,03-10-2026,4900006068,LPG,74217,gal,OPS-4446,ACME Fuels GmbH
PLT-UK-04,11.03.2026,4900006069,Natural Gas,5638,gal,OPS-5272,Delhi Gas Utility
PLT-UK-04,2026/03/12,4900006070,LPG,53579,Liters,OPS-6525,Metro Industrial Fuels
PLT-US-03,03-13-2026,4900006071,LPG,28498,Liters,OPS-5939,Metro Industrial Fuels
PLT-IN-02,14.03.2026,4900006072,BioFuel-X,37043,Liters,OPS-4873,Northstar Energy
PLT-SG-05,2026/03/15,4900006073,Natural Gas,65883,gal,OPS-4800,Metro Industrial Fuels
PLT-US-03,03-16-2026,4900006074,Petrol,19592,Liters,OPS-4760,Delhi Gas Utility
PLT-US-03,17.03.2026,4900006075,Diesel,42245,ltr,OPS-4276,Metro Industrial Fuels
PLT-IN-02,2026/03/18,4900006076,LPG,69044,gal,OPS-4103,Northstar Energy
PLT-US-03,03-19-2026,4900006077,Petrol,6087,ltr,OPS-5497,Delhi Gas Utility
PLT-IN-02,20.03.2026,4900006078,LPG,72666,gal,OPS-5932,Delhi Gas Utility
PLT-UK-04,2026/03/21,4900006079,BioFuel-X,982,Liters,OPS-5936,Metro Industrial Fuels
PLT-DE-01,03-22-2026,4900006080,LPG,49816,therm,OPS-4526,Metro Industrial Fuels
PLT-SG-05,23.03.2026,4900006081,BioFuel-X,39270,Liters,OPS-4323,Delhi Gas Utility
PLT-US-03,2026/03/24,4900006082,Natural Gas,7339,therm,OPS-4295,Delhi Gas Utility
PLT-US-03,03-25-2026,4900006083,LPG,51171,gal,OPS-4776,ACME Fuels GmbH
PLT-UK-04,26.03.2026,4900006084,Natural Gas,48732,ltr,OPS-4390,ACME Fuels GmbH
PLT-DE-01,2026/03/27,4900006085,Petrol,63064,Liters,OPS-5078,Delhi Gas Utility
PLT-DE-01,03-28-2026,4900006086,BioFuel-X,547,L,OPS-4334,Northstar Energy
PLT-IN-02,29.03.2026,4900006087,LPG,37557,Liters,OPS-6447,Metro Industrial Fuels
PLT-UK-04,2026/03/30,4900006088,Petrol,40143,Liters,OPS-5110,Delhi Gas Utility
PLT-SG-05,03-31-2026,4900006089,LPG,28038,L,OPS-5961,ACME Fuels GmbH
PLT-IN-02,01.04.2026,4900006090,Natural Gas,16103,Liters,OPS-4995,Northstar Energy
PLT-SG-05,2026/04/02,4900006091,BioFuel-X,59153,ltr,OPS-6520,Metro Industrial Fuels
PLT-DE-01,04-03-2026,4900006092,Diesel,3784,L,OPS-4843,Northstar Energy
PLT-US-03,04.04.2026,4900006093,LPG,29709,Liters,OPS-6456,Metro Industrial Fuels
PLT-US-03,2026/04/05,4900006094,LPG,47799,gal,OPS-6936,Metro Industrial Fuels
PLT-SG-05,04-06-2026,4900006095,LPG,9070,gal,OPS-4378,Metro Industrial Fuels
PLT-DE-01,07.04.2026,4900006096,Natural Gas,67124,therm,OPS-4473,Northstar Energy
PLT-SG-05,2026/04/08,4900006097,Petrol,20162,therm,OPS-4890,Metro Industrial Fuels
PLT-SG-05,04-09-2026,4900006098,Natural Gas,57342,ltr,OPS-6011,Northstar Energy
PLT-IN-02,10.04.2026,4900006099,Diesel,5952,ltr,OPS-4656,Delhi Gas Utility
PLT-SG-05,2026/04/11,4900006100,Petrol,24457,ltr,OPS-5081,ACME Fuels GmbH
PLT-US-03,04-12-2026,4900006101,BioFuel-X,57586,L,OPS-4846,ACME Fuels GmbH
PLT-IN-02,13.04.2026,4900006102,BioFuel-X,40970,gal,OPS-6275,Metro Industrial Fuels
PLT-UK-04,2026/04/14,4900006103,BioFuel-X,40636,therm,OPS-5047,ACME Fuels GmbH
PLT-IN-02,04-15-2026,4900006104,BioFuel-X,60217,L,OPS-5576,Metro Industrial Fuels
PLT-DE-01,16.04.2026,4900006105,Diesel,46351,therm,OPS-6753,Metro Industrial Fuels
PLT-IN-02,2026/04/17,4900006106,LPG,49546,ltr,OPS-4633,ACME Fuels GmbH
PLT-IN-02,04-18-2026,4900006107,Diesel,23772,gal,OPS-6379,Delhi Gas Utility
PLT-SG-05,19.04.2026,4900006108,Natural Gas,66037,therm,OPS-5969,Northstar Energy
PLT-UK-04,2026/04/20,4900006109,Petrol,57769,ltr,OPS-6901,Delhi Gas Utility
PLT-DE-01,04-21-2026,4900006110,Petrol,27049,ltr,OPS-6956,Northstar Energy
PLT-IN-02,22.04.2026,4900006111,Diesel,56527,gal,OPS-5647,Metro Industrial Fuels
PLT-US-03,2026/04/23,4900006112,LPG,52097,L,OPS-5443,Delhi Gas Utility
PLT-IN-02,04-24-2026,4900006113,Petrol,12436,ltr,OPS-6676,Northstar Energy
PLT-SG-05,25.04.2026,4900006114,Petrol,26996,Liters,OPS-6368,ACME Fuels GmbH
PLT-US-03,2026/04/26,4900006115,BioFuel-X,14791,gal,OPS-5439,ACME Fuels GmbH
PLT-IN-02,04-27-2026,4900006116,Diesel,20237,Liters,OPS-4119,Metro Industrial Fuels
PLT-SG-05,28.04.2026,4900006117,Diesel,30857,therm,OPS-5940,ACME Fuels GmbH
PLT-IN-02,2026/04/29,4900006118,BioFuel-X,40279,gal,OPS-5033,ACME Fuels GmbH
PLT-US-03,04-30-2026,4900006119,LPG,10950,therm,OPS-5432,Northstar Energy
PLT-SG-05,01.05.2026,4900006120,Petrol,72465,Liters,OPS-4683,ACME Fuels GmbH
PLT-SG-05,2026/05/02,4900006121,Natural Gas,32391,therm,OPS-4427,Delhi Gas Utility
PLT-UK-04,05-03-2026,4900006122,Petrol,53804,ltr,OPS-6360,Metro Industrial Fuels
PLT-UK-04,04.05.2026,4900006123,BioFuel-X,23284,therm,OPS-5751,Metro Industrial Fuels
PLT-US-03,2026/05/05,4900006124,LPG,62471,therm,OPS-4858,Northstar Energy
PLT-DE-01,05-06-2026,4900006125,Natural Gas,73319,therm,OPS-5264,ACME Fuels GmbH
PLT-SG-05,07.05.2026,4900006126,Diesel,63688,Liters,OPS-6395,Northstar Energy
PLT-DE-01,2026/05/08,4900006127,LPG,28893,gal,OPS-6672,Northstar Energy
PLT-UK-04,05-09-2026,4900006128,Natural Gas,23532,therm,OPS-4786,Delhi Gas Utility
PLT-UK-04,10.05.2026,4900006129,Diesel,1752,therm,OPS-5488,ACME Fuels GmbH
PLT-DE-01,2026/05/11,4900006130,Diesel,4396,L,OPS-4917,ACME Fuels GmbH
PLT-SG-05,05-12-2026,4900006131,Diesel,43868,Liters,OPS-5260,Northstar Energy
PLT-UK-04,13.05.2026,4900006132,Petrol,24092,ltr,OPS-6045,Delhi Gas Utility
PLT-SG-05,2026/05/14,4900006133,LPG,9826,Liters,OPS-4052,ACME Fuels GmbH
PLT-UK-04,05-15-2026,4900006134,Diesel,382,gal,OPS-5574,Northstar Energy
PLT-DE-01,16.05.2026,4900006135,Petrol,60378,gal,OPS-6575,ACME Fuels GmbH
PLT-IN-02,2026/05/17,4900006136,LPG,44958,therm,OPS-6709,ACME Fuels GmbH
PLT-SG-05,05-18-2026,4900006137,LPG,50043,therm,OPS-5560,Metro Industrial Fuels
PLT-UK-04,19.05.2026,4900006138,Natural Gas,30349,therm,OPS-4149,Metro Industrial Fuels
PLT-IN-02,2026/05/20,4900006139,Natural Gas,15538,L,OPS-5876,Delhi Gas Utility
PLT-IN-02,05-21-2026,4900006140,Natural Gas,56718,Liters,OPS-4234,Northstar Energy
PLT-SG-05,22.05.2026,4900006141,LPG,66754,therm,OPS-5797,Delhi Gas Utility
PLT-SG-05,2026/05/23,4900006142,BioFuel-X,35040,Liters,OPS-4424,Northstar Energy
PLT-SG-05,05-24-2026,4900006143,Natural Gas,47486,therm,OPS-4642,Metro Industrial Fuels
PLT-DE-01,25.05.2026,4900006144,Diesel,61248,L,OPS-6790,Northstar Energy
PLT-DE-01,2026/05/26,4900006145,BioFuel-X,40453,gal,OPS-6768,Metro Industrial Fuels
PLT-UK-04,05-27-2026,4900006146,Diesel,26998,ltr,OPS-6401,Metro Industrial Fuels
PLT-UK-04,28.05.2026,4900006147,LPG,66631,Liters,OPS-6260,Metro Industrial Fuels
PLT-SG-05,2026/05/29,4900006148,Petrol,8286,L,OPS-6758,Metro Industrial Fuels
PLT-SG-05,05-30-2026,4900006149,BioFuel-X,26325,Liters,OPS-5961,Northstar Energy
PLT-UK-04,01.01.2026,4900006150,Petrol,27907,ltr,OPS-5112,Metro Industrial Fuels
PLT-UK-04,2026/01/02,4900006151,Natural Gas,6742,ltr,OPS-4615,Metro Industrial Fuels
PLT-UK-04,01-03-2026,4900006152,Petrol,51903,therm,OPS-6435,Metro Industrial Fuels
PLT-SG-05,04.01.2026,4900006153,BioFuel-X,34631,Liters,OPS-6686,Metro Industrial Fuels
PLT-US-03,2026/01/05,4900006154,LPG,50514,gal,OPS-6592,Northstar Energy
PLT-US-03,32/13/2026,4900006155,Petrol,58064,L,OPS-6573,Delhi Gas Utility
PLT-US-03,07.01.2026,4900006156,Petrol,36104,therm,OPS-6653,ACME Fuels GmbH
PLT-DE-01,2026/01/08,4900006157,Petrol,17051,Liters,OPS-4988,Metro Industrial Fuels
PLT-SG-05,01-09-2026,4900006158,Diesel,64950,ltr,OPS-6290,Northstar Energy
PLT-UK-04,10.01.2026,4900006159,Petrol,68760,gal,OPS-4929,Northstar Energy
PLT-IN-02,2026/01/11,4900006160,BioFuel-X,43666,L,OPS-5431,Northstar Energy
PLT-UK-04,01-12-2026,4900006161,LPG,72659,L,OPS-4029,Northstar Energy
PLT-IN-02,13.01.2026,4900006162,Natural Gas,30140,gal,OPS-6987,Northstar Energy
PLT-IN-02,2026/01/14,4900006163,Natural Gas,52860,gal,OPS-6955,ACME Fuels GmbH
PLT-SG-05,01-15-2026,4900006164,BioFuel-X,32513,therm,OPS-5240,ACME Fuels GmbH
PLT-UK-04,16.01.2026,4900006165,Natural Gas,36317,L,OPS-5878,Delhi Gas Utility
PLT-DE-01,2026/01/17,4900006166,Petrol,7306,Liters,OPS-4005,Metro Industrial Fuels
PLT-US-03,01-18-2026,4900006167,Diesel,28679,mystery_unit,OPS-5287,ACME Fuels GmbH
PLT-UK-04,19.01.2026,4900006168,Petrol,6064,ltr,OPS-6115,Delhi Gas Utility
PLT-SG-05,2026/01/20,4900006169,BioFuel-X,69906,therm,OPS-4843,Delhi Gas Utility
PLT-UK-04,01-21-2026,4900006170,Petrol,38238,therm,OPS-6653,Metro Industrial Fuels
PLT-UK-04,22.01.2026,4900006171,Diesel,34977,therm,OPS-5014,Delhi Gas Utility
PLT-IN-02,2026/01/23,4900006172,LPG,17940,therm,OPS-6536,Metro Industrial Fuels
PLT-US-03,01-24-2026,4900006173,LPG,34712,L,OPS-4600,ACME Fuels GmbH
PLT-DE-01,25.01.2026,4900006174,Diesel,37232,L,OPS-4086,Delhi Gas Utility
PLT-DE-01,2026/01/26,4900006175,BioFuel-X,64174,therm,OPS-6184,ACME Fuels GmbH
PLT-UK-04,01-27-2026,4900006176,Petrol,43028,L,OPS-6120,Northstar Energy
PLT-SG-05,28.01.2026,4900006177,BioFuel-X,60537,therm,OPS-4828,Delhi Gas Utility
PLT-UK-04,2026/01/29,4900006178,Diesel,30990,L,OPS-5079,Northstar Energy
PLT-UK-04,01-30-2026,4900006179,Petrol,28225,Liters,OPS-5104,Metro Industrial Fuels
PLT-IN-02,31.01.2026,4900006180,Petrol,69269,gal,OPS-4093,Northstar Energy
PLT-DE-01,2026/02/01,4900006181,Natural Gas,24091,therm,OPS-5914,ACME Fuels GmbH
PLT-UK-04,02-02-2026,4900006182,Petrol,52935,gal,OPS-5772,Metro Industrial Fuels
PLT-DE-01,03.02.2026,4900006183,LPG,7974,therm,OPS-6786,ACME Fuels GmbH
PLT-IN-02,2026/02/04,4900006184,Natural Gas,21011,gal,OPS-6944,Metro Industrial Fuels
PLT-SG-05,02-05-2026,4900006185,Diesel,12482,ltr,OPS-4521,Delhi Gas Utility
PLT-US-03,06.02.2026,4900006186,Petrol,64535,therm,OPS-6450,Northstar Energy
PLT-IN-02,2026/02/07,4900006187,BioFuel-X,13478,ltr,OPS-5684,Metro Industrial Fuels
PLT-SG-05,02-08-2026,4900006188,Diesel,1227,Liters,OPS-6004,ACME Fuels GmbH
PLT-US-03,09.02.2026,4900006189,Diesel,5931,therm,OPS-4122,Metro Industrial Fuels
PLT-UK-04,2026/02/10,4900006190,Diesel,35089,L,OPS-5863,Delhi Gas Utility
PLT-UK-04,02-11-2026,4900006191,LPG,70546,Liters,OPS-6993,Northstar Energy
PLT-DE-01,12.02.2026,4900006192,Natural Gas,67196,ltr,OPS-5041,Northstar Energy
PLT-UK-04,2026/02/13,4900006193,Petrol,60662,ltr,OPS-6703,Northstar Energy
PLT-US-03,02-14-2026,4900006194,LPG,998,Liters,OPS-4529,Metro Industrial Fuels
PLT-DE-01,15.02.2026,4900006195,LPG,24259,gal,OPS-4040,Delhi Gas Utility
PLT-SG-05,2026/02/16,4900006196,LPG,15475,therm,OPS-5002,Metro Industrial Fuels
PLT-DE-01,02-17-2026,4900006197,BioFuel-X,33647,ltr,OPS-6017,Northstar Energy
PLT-US-03,18.02.2026,4900006198,Petrol,65923,Liters,OPS-4170,Northstar Energy
PLT-IN-02,2026/02/19,4900006199,Natural Gas,28310,L,OPS-6562,ACME Fuels GmbH
PLT-UK-04,02-20-2026,4900006200,Diesel,60496,Liters,OPS-6921,Northstar Energy
PLT-SG-05,21.02.2026,4900006201,LPG,20302,therm,OPS-4221,ACME Fuels GmbH
PLT-IN-02,2026/02/22,4900006202,Diesel,47446,ltr,OPS-4533,Metro Industrial Fuels
PLT-IN-02,02-23-2026,4900006203,Diesel,50001,ltr,OPS-6459,Delhi Gas Utility
PLT-UK-04,24.02.2026,4900006204,Petrol,32278,Liters,OPS-5084,ACME Fuels GmbH
PLT-UK-04,2026/02/25,4900006205,LPG,32139,L,OPS-6632,ACME Fuels GmbH
PLT-DE-01,02-26-2026,4900006206,Natural Gas,46347,Liters,OPS-6796,Metro Industrial Fuels
PLT-DE-01,27.02.2026,4900006207,Diesel,27375,ltr,OPS-4597,Northstar Energy
PLT-SG-05,2026/02/28,4900006208,Petrol,28230,L,OPS-4017,ACME Fuels GmbH
PLT-IN-02,03-01-2026,4900006209,Diesel,38350,ltr,OPS-6720,Delhi Gas Utility
PLT-SG-05,02.03.2026,4900006210,Natural Gas,5159,therm,OPS-4227,Northstar Energy
PLT-DE-01,2026/03/03,4900006211,LPG,69301,L,OPS-4972,ACME Fuels GmbH
PLT-SG-05,03-04-2026,4900006212,Petrol,45478,Liters,OPS-6903,Metro Industrial Fuels
PLT-US-03,05.03.2026,4900006213,BioFuel-X,28560,gal,OPS-5988,Metro Industrial Fuels
PLT-SG-05,2026/03/06,4900006214,Natural Gas,26863,gal,OPS-5109,Northstar Energy
PLT-SG-05,03-07-2026,4900006215,Diesel,42965,ltr,OPS-5534,ACME Fuels GmbH
PLT-UK-04,08.03.2026,4900006216,Natural Gas,70276,ltr,OPS-6779,Delhi Gas Utility
PLT-UK-04,2026/03/09,4900006217,Petrol,67580,ltr,OPS-4538,Northstar Energy
PLT-US-03,03-10-2026,4900006218,Natural Gas,12956,gal,OPS-5484,Northstar Energy
PLT-SG-05,11.03.2026,4900006219,LPG,61265,therm,OPS-6709,ACME Fuels GmbH
PLT-SG-05,2026/03/12,4900006220,Diesel,44161,Liters,OPS-4998,ACME Fuels GmbH
PLT-SG-05,03-13-2026,4900006221,BioFuel-X,67329,L,OPS-6981,Northstar Energy
PLT-SG-05,14.03.2026,4900006222,BioFuel-X,39808,Liters,OPS-5587,ACME Fuels GmbH
PLT-US-03,2026/03/15,4900006223,LPG,44428,L,OPS-6270,Northstar Energy
PLT-DE-01,03-16-2026,4900006224,LPG,15140,Liters,OPS-6343,Delhi Gas Utility
PLT-UK-04,17.03.2026,4900006225,Petrol,33513,Liters,OPS-4168,Delhi Gas Utility
PLT-UK-04,2026/03/18,4900006226,BioFuel-X,43623,L,OPS-6439,Northstar Energy
PLT-SG-05,03-19-2026,4900006227,Natural Gas,45488,Liters,OPS-5508,Northstar Energy
PLT-DE-01,20.03.2026,4900006228,Diesel,66674,gal,OPS-6079,Delhi Gas Utility
PLT-UK-04,2026/03/21,4900006229,Petrol,20044,therm,OPS-5228,Metro Industrial Fuels
PLT-UK-04,03-22-2026,4900006230,Petrol,59297,therm,OPS-5524,Delhi Gas Utility
PLT-DE-01,23.03.2026,4900006231,Natural Gas,48538,Liters,OPS-4888,Metro Industrial Fuels
PLT-SG-05,2026/03/24,4900006232,Natural Gas,19499,Liters,OPS-5976,Metro Industrial Fuels
PLT-UK-04,03-25-2026,4900006233,Diesel,5101,L,OPS-6911,Northstar Energy
PLT-SG-05,26.03.2026,4900006234,Petrol,43426,Liters,OPS-6242,Northstar Energy
PLT-UK-04,2026/03/27,4900006235,Petrol,74654,therm,OPS-6947,ACME Fuels GmbH
PLT-IN-02,03-28-2026,4900006236,Natural Gas,57246,therm,OPS-6776,Northstar Energy
PLT-DE-01,29.03.2026,4900006237,Natural Gas,55332,therm,OPS-5351,Northstar Energy
PLT-DE-01,2026/03/30,4900006238,Natural Gas,29016,Liters,OPS-5844,Metro Industrial Fuels
PLT-SG-05,03-31-2026,4900006239,Diesel,58606,Liters,OPS-5538,Northstar Energy
PLT-IN-02,01.04.2026,4900006240,BioFuel-X,16293,ltr,OPS-4604,Metro Industrial Fuels
PLT-IN-02,2026/04/02,4900006241,Diesel,52125,Liters,OPS-5159,Northstar Energy
PLT-US-03,04-03-2026,4900006242,Diesel,14884,ltr,OPS-6033,ACME Fuels GmbH
PLT-US-03,04.04.2026,4900006243,Petrol,7374,Liters,OPS-5377,Delhi Gas Utility
PLT-US-03,2026/04/05,4900006244,LPG,38033,Liters,OPS-5377,Northstar Energy
PLT-DE-01,04-06-2026,4900006245,BioFuel-X,57084,ltr,OPS-6286,Delhi Gas Utility
PLT-UK-04,07.04.2026,4900006246,BioFuel-X,26728,Liters,OPS-5698,ACME Fuels GmbH
PLT-US-03,2026/04/08,4900006247,Diesel,73514,gal,OPS-5235,ACME Fuels GmbH
PLT-UK-04,04-09-2026,4900006248,Diesel,3978,gal,OPS-5203,Delhi Gas Utility
PLT-DE-01,10.04.2026,4900006249,Petrol,10464,therm,OPS-5350,Metro Industrial Fuels
PLT-IN-02,2026/04/11,4900006250,Diesel,73339,Liters,OPS-6563,Metro Industrial Fuels
PLT-UK-04,04-12-2026,4900006251,LPG,30394,ltr,OPS-5571,ACME Fuels GmbH
PLT-UK-04,13.04.2026,4900006252,Diesel,31844,L,OPS-6144,Northstar Energy
PLT-DE-01,2026/04/14,4900006253,Petrol,3253,L,OPS-5522,Delhi Gas Utility
PLT-DE-01,04-15-2026,4900006254,Petrol,10310,L,OPS-4838,Delhi Gas Utility
PLT-UK-04,16.04.2026,4900006255,Petrol,5779,ltr,OPS-4198,ACME Fuels GmbH
